domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.iconnections.io.,DMARC1,reject,100,mailto:no-reply@iconnections.io,mailto:no-reply@iconnections.io,reject,1,default,r,r,86400
_dmarc.integra.fr.,DMARC1,none,100,"mailto:dmarc@integra.fr,mailto:dmarc@mailinblue.com!10m","mailto:dmarc@integra.fr,mailto:dmarc@mailinblue.com!10m",none,default,afrf,default,default,86400
_dmarc.intgas.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.inthinking.net.,DMARC1,reject,default,mailto:dmarc@inthinking.net,default,default,default,default,default,default,default
_dmarc.investintech.com.,DMARC1,none,100,mailto:re+nhbtsuafgus@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.jollibeedelivery.com.,DMARC1,none,100,mailto:marvin.dom.asuncion@dxc.com,default,none,default,default,default,default,default
_dmarc.jonesday.com.,DMARC1,none,100,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,3600
_dmarc.karmalab.net.,DMARC1,none,default,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,default,1,default,default,default,default
_dmarc.leap.services.,DMARC1,reject,100,mailto:3bf57256@inbox.ondmarc.com,mailto:3bf57256@inbox.ondmarc.com,reject,0,afrf,r,r,86400
_dmarc.lightbulbs.com.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.limundo.com.,DMARC1,none,100,mailto:postmaster@limundo.com,default,default,1,default,default,default,default
_dmarc.livios.be.,DMARC1,reject,100,"mailto:dmarc@mailinblue.com!10m,mailto:zurbc63x@ag.eu.dmarcadvisor.com","mailto:dmarc@mailinblue.com!10m,mailto:zurbc63x@fr.eu.dmarcadvisor.com",none,default,afrf,default,default,86400
_dmarc.loyola.edu.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.lucca.fr.,DMARC1,reject,default,mailto:exploitation@lucca.fr,mailto:exploitation@lucca.fr,default,default,default,default,default,default
_dmarc.swarovskicrystaluk.me.uk.,DMARC1,reject,default,mailto:reply@swarovskicrystaluk.me.uk,mailto:reply@swarovskicrystaluk.me.uk,default,default,default,default,default,default
_dmarc.maplesoft.com.,DMARC1,none,default,mailto:re+azu5pyu5n3c@dmarc.postmarkapp.com,mailto:dmarcfail@maplesoft.com,default,1,default,r,r,default
_dmarc.maxmobilwrk.click.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.mcn.org.,DMARC1,none,100,mailto:dmarc@mcn.org,mailto:dmarc@mcn.org,none,1,afrf,r,r,86400
_dmarc.memorial.com.tr.,DMARC1,quarantine,100,mailto:dmarcreport@memorial.com.tr,default,quarantine,default,default,default,default,default
_dmarc.metlife.com.mx.,DMARC1,reject,default,mailto:metlife@rua.dmp.cisco.com,mailto:metlife@ruf.dmp.cisco.com,none,1,default,default,default,3600
_dmarc.millersville.edu.,DMARC1,none,default,mailto:DMARC-Reports+RUA@millersville.edu,mailto:DMARC-Reports+RUF@millersville.edu,default,1,default,default,default,default
_dmarc.miniter.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.mintos.com.,DMARC1,quarantine,100,mailto:re+np7p8ddppz1@dmarc.postmarkapp.com,default,reject,default,default,default,r,default
_dmarc.mountain.live.,DMARC1,reject,100,mailto:account@mountain.live,default,default,1,default,default,default,default
_dmarc.netuse.de.,DMARC1,none,100,mailto:dmarc-rua@netuse.de,mailto:dmarc-ruf@netuse.de,default,default,default,r,r,default
_dmarc.nordcheckout.com.,DMARC1,quarantine,80,mailto:dmarc@nordsec.com,mailto:dmarc@nordsec.com,quarantine,1,default,default,default,default
_dmarc.notes.finance.,DMARC1,reject,100,mailto:postmaster@notes.finance,mailto:postmaster@notes.finance,default,1,afrf,default,default,default
_dmarc.nottinghamshire.gov.uk.,DMARC1,reject,100,"mailto:fsGh2L3ihDy@dmarc-rua.mailcheck.service.ncsc.gov.uk,mailto:dmarc@nottscc.gov.uk",default,reject,1,afrf,r,r,86400
_dmarc.npo3fm.nl.,DMARC1,none,default,mailto:bwukbvxu@ag.eu.dmarcadvisor.com,default,default,1,default,default,default,default
_dmarc.nudgem.com.,DMARC1,none,default,mailto:dmarc-reports@nudgem.com,default,default,default,default,default,default,default
_dmarc.oferteo.pl.,DMARC1,quarantine,100,"mailto:f1whp2smwo@rua.powerdmarc.com,mailto:dmarc@oferteo.pl","mailto:f1whp2smwo@ruf.powerdmarc.com,mailto:dmarc@oferteo.pl",default,0:1:d:s,default,default,default,default
_dmarc.onicon.ru.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.opensource.org.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.originally.us.,DMARC1,quarantine,100,"mailto:772253e8ffe14674a3033334be2ffa64@dmarc-reports.cloudflare.net,mailto:dmarc_agg@originally.us",mailto:dmarc_forensic@originally.us,default,1,default,default,default,default
_dmarc.parqet.com.,DMARC1,quarantine,100,mailto:re+432647bd2f9f@inbound.dmarcdigests.com,default,quarantine,default,default,default,default,default
_dmarc.paya.com.,DMARC1,reject,100,"mailto:067ecd0a14@rua.easydmarc.asia,mailto:rua@paya.com,mailto:tnzmmfd1@ag.dmarcian.com,mailto:dmarc_agg@vali.email","mailto:067ecd0a14@ruf.easydmarc.asia,mailto:ruf@paya.com,mailto:tnzmmfd1@fr.dmarcian.com",default,1,default,default,default,86400
_dmarc.pba.edu.,DMARC1,none,default,mailto:dmarcgood@pba.edu,mailto:dmarcfail@pba.edu,default,default,default,default,default,default
_dmarc.pcb.com.,DMARC1,reject,100,mailto:05cf66c303f2.a@dmarcinput.com,mailto:05cf66c303f2.f@dmarcinput.com,default,1,default,r,r,86400
_dmarc.peanut-app.io.,DMARC1,none,default,mailto:easy80@easydmarc.com,mailto:ruf@rep.easydmarc.com,default,1,default,default,default,default
_dmarc.peers.tv.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.pentera.io.,DMARC1,quarantine,default,mailto:it@pentera.io,default,default,default,default,default,default,default
_dmarc.photofinale.com.,DMARC1,quarantine,default,mailto:dmarcreports@photofinale.com,default,default,default,default,default,default,default
_dmarc.pickme.lk.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.pinayflixtv.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.pokerstars.net.,DMARC1,quarantine,default,mailto:dmarc-rua@pokerstars.com,default,default,1,default,default,default,default
_dmarc.pricelabs.co.,DMARC1,none,default,mailto:founders@pricelabs.co,mailto:founders@pricelabs.co,default,default,default,default,default,default
_dmarc.prosa.com.mx.,DMARC1,quarantine,default,mailto:dmarc_rua@prosa.com.mx,mailto:dmarc_ruf@prosa.com.mx,default,1,default,default,default,default
_dmarc.quad.com.,DMARC1,reject,100,mailto:dmarc@quad.com,mailto:dmarc@quad.com,reject,default,afrf,default,default,86400
_dmarc.rbth.com.,DMARC1,quarantine,100,mailto:admin@rbth.com,mailto:admin@rbth.com,reject,default,default,s,s,default
_dmarc.rcbconlinebanking.com.,DMARC1,reject,default,default,default,default,default,default,s,s,default
_dmarc.recurrentauto.com.,DMARC1,none,default,mailto:dmarc-reports@recurrentauto.com,default,default,default,default,default,default,default
_dmarc.rinet.ru.,DMARC1,none,default,mailto:postmaster@rinet.ru,mailto:postmaster@rinet.ru,default,s,default,default,default,default
_dmarc.ringier.ch.,DMARC1,none,default,mailto:dmarc-reports@ringier.ch,mailto:dmarc-reports@ringier.ch,default,1,default,default,default,default
_dmarc.rushcare.com.,DMARC1,none,100,"mailto:DMARCReport@rushenterprises.com,mailto:dmarc_agg@vali.email",default,none,1,default,r,r,86400
_dmarc.sandboxx.us.,DMARC1,quarantine,default,mailto:no-reply@sandboxx.us,default,default,default,default,default,default,default
_dmarc.saq.com.,DMARC1,none,100,mailto:dmarc.saqcom@saq.qc.ca,default,default,default,default,default,default,default
_dmarc.sheboyganpress.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.silvergoldbull.com.,DMARC1,none,default,"mailto:b4be8f5bb56e4253a1d1d39818302941@dmarc-reports.cloudflare.net,mailto:dmarc2021db@silvergoldbull.com",mailto:dmarc2021db@silvergoldbull.com,default,1,default,r,r,default
_dmarc.sixsistersstuff.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.skyexpress.gr.,DMARC1,reject,default,mailto:7a48addc70d942fba052ddb44e353627@dmarc-reports.cloudflare.net,mailto:itsupport@skyexpress.gr,default,default,default,default,s,default
_dmarc.slantmagazine.com.,DMARC1,none,100,mailto:postmaster@slantmagazine.com,default,default,1,default,default,default,default
_dmarc.sofarsounds.com.,DMARC1,none,default,mailto:jk8fwrox@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.spider-solitaire-game.com.,DMARC1,none,default,mailto:info@spider-solitaire-game.com,default,default,default,default,default,default,default
_dmarc.spoonforkbacon.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.stampede.ai.,DMARC1,none,default,mailto:dmarc@stampede.ai,mailto:dmarc@stampede.ai,none,default,default,default,default,default
_dmarc.starfinancial.com.,DMARC1,none,default,"mailto:dmarc_agg@vali.email,mailto:dmarc@starfinancial.com",default,default,default,default,default,default,default
_dmarc.streetaccount.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.suruga-ya.jp.,DMARC1,none,default,mailto:atoo00001-ra@dmarc25.jp,default,default,1,default,default,default,default
_dmarc.surveytakingjunkie.com.,DMARC1,reject,100,"mailto:cadd0c93b1@rua.easydmarc.us,mailto:re+s36fxeszgme@dmarc.postmarkapp.com",mailto:cadd0c93b1@ruf.easydmarc.us,default,1,default,default,r,default
_dmarc.syllable.ai.,DMARC1,none,default,mailto:itsupport@syllable.ai,mailto:itsupport@syllable.ai,default,1:d:s,default,r,r,default
_dmarc.taggermedia.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.tbsfrance.com.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.tcp-net.ad.jp.,DMARC1,none,default,mailto:dmarc_rua@tcp-net.ad.jp,mailto:dmarc_ruf@tcp-net.ad.jp,default,default,default,default,default,default
_dmarc.tetraedro.pt.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.throtl.com.,DMARC1,none,95,mailto:info@throtl.com,default,default,default,default,default,default,default
_dmarc.totalmobile-cloud.com.,DMARC1,none,default,mailto:1d58e2f863e8051@rep.dmarcanalyzer.com,mailto:1d58e2f863e8051@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.tribute.co.,DMARC1,none,100,mailto:dmarc_agg@dmarc.everest.email,mailto:dmarc_fr@dmarc.everest.email,default,1,afrf,default,default,default
_dmarc.triller.co.,DMARC1,reject,default,mailto:dmarc_reports@triller.co,default,default,default,default,default,default,default
_dmarc.trmsaas.com.,DMARC1,none,default,mailto:trmcloudop@trmnet.com,default,default,default,default,default,default,default
_dmarc.truecrimedaily.com.,DMARC1,reject,default,"mailto:discovery@rua.agari.com,mailto:dmarc_agg@vali.email",mailto:discovery@ruf.agari.com,default,default,default,default,default,default
_dmarc.tulsacc.edu.,DMARC1,quarantine,100,"mailto:TCCO365admin@tulsacc.edu,mailto:dmarc_agg@vali.email",mailto:TCCO365admin@tulsacc.edu,none,1,afrf,r,r,86400
_dmarc.twickets.live.,DMARC1,none,default,mailto:dmarc@twickets.live!10m,mailto:dmarc@twickets.live!10m,none,default,afrf,default,default,default
_dmarc.twinfield.com.,DMARC1,quarantine,100,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:DMARC_RUA@wolterskluwer.com","mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarc_ruf@wolterskluwer.com",default,1,default,default,default,86400
_dmarc.ufinet.com.gt.,DMARC1,reject,1,mailto:dmarc@ufinet.com.gt,mailto:dmarc@ufinet.com.gt,reject,1,default,default,default,84600
_dmarc.uli.org.,DMARC1,quarantine,default,mailto:rua+uli.org@dmarc.barracudanetworks.com,mailto:ruf+uli.org@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.ultatel.com.,DMARC1,reject,default,mailto:ssupport@ultatel.com,default,default,default,default,default,default,default
_dmarc.unanet.com.,DMARC1,reject,default,mailto:rua+unanet.com@dmarc.barracudanetworks.com,mailto:ruf+unanet.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.uni-rostock.de.,DMARC1,none,100,mailto:dmarc-reports@uni-rostock.de,mailto:dmarc-reports@uni-rostock.de,default,default,default,default,default,default
_dmarc.unk.edu.,DMARC1,reject,default,"mailto:ratp4ezz@ag.dmarcian.com,mailto:dmarc_rua@emaildefense.proofpoint.com","mailto:ratp4ezz@fr.dmarcian.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",default,1,default,default,default,default
_dmarc.upatras.gr.,DMARC1,none,default,mailto:postmaster@upatras.gr,mailto:postmaster@upatras.gr,default,1,default,default,default,default
_dmarc.utility.com.,DMARC1,none,100,mailto:dmarcreports@utility.com,default,default,default,default,r,r,default
_dmarc.vanwagenen.com.,DMARC1,none,default,mailto:dmarcreports@vanwagenen.com,mailto:dmarcreports@vanwagenen.com,default,1,default,default,default,default
_dmarc.vhb.com.,DMARC1,quarantine,default,mailto:dmarc_agg@vali.email,mailto:postmaster@vhb.com,default,default,default,default,default,default
_dmarc.vidaxl.hu.,DMARC1,reject,default,mailto:fa272b2b85ab821@rep.dmarcanalyzer.com,mailto:fa272b2b85ab821@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.visual-3d.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.wafdbank.com.,DMARC1,reject,100,mailto:9b19d2374daf363@rep.dmarcanalyzer.com,mailto:9b19d2374daf363@for.dmarcanalyzer.com,reject,0:1:d:s,default,default,default,default
_dmarc.webgp.com.,DMARC1,Quarantine,default,mailto:security@webgp.com,default,default,default,default,default,default,default
_dmarc.weekand.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.whsv.com.,DMARC1,reject,default,mailto:rua+whsv.com@dmarc.barracudanetworks.com,mailto:ruf+whsv.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.wildberries.by.,DMARC1,reject,default,default,default,reject,default,default,default,default,default
_dmarc.wmail-chat.xyz.,DMARC1,reject,default,default,default,reject,default,default,s,s,default
_dmarc.wmail-endpoint.xyz.,DMARC1,reject,default,default,default,reject,default,default,s,s,default
_dmarc.xara.com.,DMARC1,none,90,mailto:sysadmin@xara.com,default,none,default,default,default,default,default
_dmarc.yesmovies.lat.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.yourwebsite.life.,DMARC1,none,100,mailto:fbl@yourwebsite.life,default,none,default,default,r,r,default
_dmarc.youtube.tv.,DMARC1,reject,default,mailto:mailauth-reports@google.com,default,default,default,default,default,default,default
_dmarc.zeobit.com.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.acushnetgolf.com.,DMARC1,none,100,mailto:security_trap@acushnetgolf.com,mailto:security_trap@acushnetgolf.com,none,1,default,r,r,default
_dmarc.adbecrsl.com.,DMARC1,reject,100,mailto:adobe@rua.agari.com,mailto:adobe@ruf.agari.com,reject,1,default,default,default,default
_dmarc.aemps.es.,DMARC1,reject,default,mailto:postmaster@msc.es,mailto:postmaster@msc.es,default,default,default,default,default,default
_dmarc.aerologic.aero.,DMARC1,quarantine,100,"mailto:dmarc-rua@aerologic.aero,mailto:sw87kxbi@ag.dmarcian-eu.com",default,default,default,default,default,default,default
_dmarc.albionfit.com.,DMARC1,quarantine,5,mailto:dmarc@albionfit.com,mailto:dmarc@albionfit.com,default,0,default,default,default,default
_dmarc.alelo.com.br.,DMARC1,none,default,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,default,1,default,default,default,default
_dmarc.allcitycandy.com.,DMARC1,none,default,mailto:dmarc@xrjgh5x8.uriports.com,mailto:dmarc@xrjgh5x8.uriports.com,default,1:d:s,default,default,default,default
_dmarc.amilia.com.,DMARC1,quarantine,100,mailto:re+gxpnbheml1w@dmarc.postmarkapp.com,default,quarantine,default,default,default,r,default
_dmarc.amp.dev.,DMARC1,reject,default,mailto:mailauth-reports@google.com,default,default,default,default,default,default,default
_dmarc.amtrav.com.,DMARC1,quarantine,100,mailto:it@amtrav.com,default,default,default,default,default,s,default
_dmarc.ansell.com.,DMARC1,reject,default,mailto:dmarc.agr@ansell.com,mailto:dmarc.ifr@ansell.com,default,1,default,default,default,default
