domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.adsjumbo.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.apexgroup.com.,DMARC1,none,default,mailto:4465009481ea958@rep.dmarcanalyzer.com,mailto:4465009481ea958@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.ccv.eu.,DMARC1,reject,100,mailto:dmarc-reports@ccv.eu,mailto:dmarc-reports@ccv.eu,reject,default,default,default,default,default
_dmarc.cdkglobal.com.,DMARC1,reject,default,mailto:cdk@rua.agari.com,mailto:cdk@ruf.agari.com,default,1,default,default,default,default
_dmarc.debeers.com.,DMARC1,quarantine,100,mailto:07011f233254679@rep.dmarcanalyzer.com,mailto:07011f233254679@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.diesel.com.,DMARC1,none,100,"mailto:report_dmarc@otb.net,mailto:dmarc_rua@emaildefense.proofpoint.com","mailto:report_dmarc_forensic@otb.net,mailto:dmarc_ruf@emaildefense.proofpoint.com",none,1,default,s,r,86400
_dmarc.digitale-gesellschaft.ch.,DMARC1,none,100,mailto:office@digitale-gesellschaft.ch,default,none,default,default,default,default,default
_dmarc.dincloud.com.,DMARC1,quarantine,10,mailto:rua365@dincloud.com,default,default,default,default,default,default,default
_dmarc.dometic.com.,DMARC1,none,100,mailto:dmarc@Dometic.com,mailto:dmarc@Dometic.com,default,1,default,default,default,default
_dmarc.dpdgroup.co.uk.,DMARC1,reject,100,"mailto:cb3812d8@inbox.ondmarc.com,mailto:dmarc_rua@emaildefense.proofpoint.com","mailto:cb3812d8@inbox.ondmarc.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",default,1,default,default,default,3600
_dmarc.epayment.center.,DMARC1,none,default,mailto:384bb56a2782616@rep.dmarcanalyzer.com,mailto:384bb56a2782616@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.fast-growing-trees.com.,DMARC1,reject,default,mailto:DMARC@Fast-Growing-Trees.com,default,default,default,default,default,default,default
_dmarc.flixier.com.,DMARC1,reject,default,mailto:8148285399@rua.easydmarc.com,mailto:8148285399@ruf.easydmarc.com,reject,1,default,s,s,default
_dmarc.giftogram.com.,DMARC1,quarantine,default,mailto:giftogram@rua.agari.com,mailto:giftogram@ruf.agari.com,quarantine,1,default,default,default,3600
_dmarc.inet.co.th.,DMARC1,reject,default,"mailto:ipm26tn@ar.glockapps.com,mailto:dmarc@inet.co.th","mailto:ipm26tn@fr.glockapps.com,mailto:dmarc@inet.co.th",default,1,default,default,s,default
_dmarc.lifesize.com.,DMARC1,quarantine,100,mailto:dmarc@lifesize.com,mailto:dmarc@lifesize.com,default,1,default,default,default,14400
_dmarc.medentmobile.com.,DMARC1,none,default,mailto:dmarc@medent.com,mailto:sysadmin@medent.com,default,default,default,default,default,default
_dmarc.mufgamericas.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,3600
_dmarc.musicmagpie.co.uk.,DMARC1,none,default,mailto:62a9eb743847e@ag.dmarcly.com,mailto:62a9eb743847e@fo.dmarcly.com,none,default,default,default,default,default
_dmarc.news-press.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.notarize.com.,DMARC1,none,default,mailto:dmarc-reports@notarize.com,default,default,default,default,default,default,default
_dmarc.pyxll.com.,DMARC1,none,default,mailto:easy44@easydmarc.com,"mailto:dmarc@pyxll.com,mailto:ruf@rep.easydmarc.com",default,1,default,default,default,default
_dmarc.rndsystems.com.,DMARC1,none,100,mailto:dmarc_agg@vali.email,mailto:dmarc@bio-techne.com,none,1,default,default,default,default
_dmarc.securitasinc.com.,DMARC1,reject,default,"mailto:dmarc_RUA@securitas.net,mailto:dmarc_agg@vali.email",mailto:dmarc_RUF@securitas.net,default,1,default,s,s,default
_dmarc.shoptimized.net.,DMARC1,none,100,mailto:pnizh-8409@rua.dmarc.emailanalyst.com,mailto:pnizh-8409@ruf.dmarc.emailanalyst.com,none,0,default,r,r,86400
_dmarc.sjrollins.com.,DMARC1,reject,100,mailto:noc@sjrollins.com,default,quarantine,default,default,default,default,default
_dmarc.syncada.com.,DMARC1,none,default,mailto:us-bank@rua.agari.com,mailto:us-bank@ruf.agari.com,default,1,default,default,default,default
_dmarc.tecmint.com.,DMARC1,none,default,mailto:admin@tecmint.com,mailto:admin@tecmint.com,default,1,default,default,default,default
_dmarc.wpxi.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.yinshantech.cn.,DMARC1,none,default,mailto:ops@yinshantech.cn,default,default,default,default,default,default,default
_dmarc.zenchef.com.,DMARC1,quarantine,5,mailto:dmarcreport@zenchef.com,default,default,default,default,default,default,default
_dmarc.abog.org.,DMARC1,none,default,mailto:a10dc62083@rua.easydmarc.us,mailto:a10dc62083@ruf.easydmarc.us,none,1,default,default,default,default
_dmarc.aerotime.aero.,DMARC1,none,default,mailto:dmarc@aerotime.aero,mailto:dmarc@aerotime.aero,default,1,default,default,default,default
_dmarc.allianz.io.,DMARC1,none,default,mailto:Rua-allianz@allianz.com,mailto:Ruf-allianz@allianz.com,default,default,default,default,default,3600
_dmarc.americansafetycouncil.com.,DMARC1,reject,100,default,default,default,default,afrf,s,r,default
_dmarc.appsumo.com.,DMARC1,quarantine,100,mailto:re+a4c0dc9f358e@inbound.dmarcdigests.com,default,none,default,default,default,default,default
_dmarc.ascd.org.,DMARC1,quarantine,100,mailto:dmarc@ascd.org!10m,mailto:dmarc@ascd.org!10m,none,default,afrf,default,default,86400
_dmarc.aspire.com.,DMARC1,none,25,mailto:runotifications@atlanticus.com,default,default,default,default,default,default,default
_dmarc.atradius.com.,DMARC1,quarantine,100,mailto:DMARC.Reports@atradius.com,mailto:DMARC.Reports@atradius.com,quarantine,1,default,default,default,default
_dmarc.axigent.net.,DMARC1,none,100,default,default,default,default,default,default,default,default
_dmarc.books.com.tw.,DMARC1,none,90,mailto:dmarc@books.com.tw,default,default,default,default,default,default,default
_dmarc.caller.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.certain.com.,DMARC1,quarantine,100,"mailto:postmaster@certain.com,mailto:685793ce@mxtoolbox.dmarc-report.com","mailto:postmaster@certain.com,mailto:685793ce@forensics.dmarc-report.com",quarantine,1,afrf,s,s,default
_dmarc.checkfront.com.,DMARC1,none,100,mailto:re+fd45b7e3e690@inbound.dmarcdigests.com,default,none,default,default,default,default,default
_dmarc.cintasvip.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.coincodex.com.,DMARC1,none,default,mailto:127194b7@mxtoolbox.dmarc-report.com,mailto:127194b7@forensics.dmarc-report.com,default,1,default,default,default,default
_dmarc.coloradotech.edu.,DMARC1,none,default,mailto:dns@coloradotech.edu,default,default,default,default,default,default,default
_dmarc.covesmart.com.,DMARC1,reject,default,mailto:easy180065@easydmarc.com,mailto:ruf@rep.easydmarc.com,default,1,default,default,default,default
_dmarc.covideo.com.,DMARC1,none,100,mailto:webmaster@covideo.com,default,default,default,default,default,default,default
_dmarc.cpanel.com.,DMARC1,reject,100,mailto:dmarc-report@dmarc.cpanel.net,default,reject,1,afrf,s,s,86400
_dmarc.dorsata.com.,DMARC1,none,default,mailto:dmarc@dorsata.com,default,default,default,default,default,default,default
_dmarc.experimonkey.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.glasgowlive.co.uk.,DMARC1,quarantine,default,mailto:dmarc@glasgowlive.co.uk,default,quarantine,default,default,r,s,default
_dmarc.goodamerican.com.,DMARC1,quarantine,default,mailto:3mnor-9494@rua.dmarc.emailanalyst.com,mailto:3mnor-9494@ruf.dmarc.emailanalyst.com,quarantine,1,default,r,r,default
_dmarc.googlefeud.com.,DMARC1,reject,100,mailto:mail@googlefeud.com,mailto:mail@googlefeud.com,default,default,default,default,default,default
_dmarc.gooieneemlander.nl.,DMARC1,none,100,mailto:13dbc9fb@inbox.ondmarc.com,mailto:13dbc9fb@inbox.ondmarc.com,default,1,default,default,default,3600
_dmarc.gynzy.com.,DMARC1,reject,100,mailto:6s6jgerdjg@rua.powerdmarc.com,mailto:6s6jgerdjg@ruf.powerdmarc.com,reject,1,afrf,default,default,86400
_dmarc.harvardpilgrim.org.,DMARC1,none,default,mailto:dmarc-reports@harvardpilgrim.org,default,default,default,default,default,default,default
_dmarc.intuit.ca.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.jmagroup.com.,DMARC1,reject,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_rua@jmfamily.com","mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarc_ruf@jmfamily.com",default,1,default,default,default,default
_dmarc.justhyped.dev.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.lecker.de.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.liberation.fr.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.lumahealth.io.,DMARC1,quarantine,default,mailto:dmarc-rua@lumahealth.io,mailto:dmarc-rua@lumahealth.io,default,1,default,default,default,default
_dmarc.meinestadt.de.,DMARC1,none,default,mailto:postmaster@meinestadt.de,mailto:postmaster@meinestadt.de,default,s,default,default,default,default
_dmarc.muscleandstrength.com.,DMARC1,reject,100,mailto:aaron@muscleandstrength.com,default,none,default,default,default,default,default
_dmarc.mylrh.org.,DMARC1,none,100,"mailto:postmaster@mylrh.org,mailto:dmarc_rua@emaildefense.proofpoint.com","mailto:postmaster@mylrh.org,mailto:dmarc_ruf@emaildefense.proofpoint.com",none,1,default,r,r,86400
_dmarc.myrec.com.,DMARC1,quarantine,default,mailto:myrec@pylontechnology.com,default,default,default,default,default,default,default
_dmarc.orthofeet.com.,DMARC1,none,100,mailto:re+ut3jjcre8sn@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.osiml.com.,DMARC1,none,default,mailto:dmarc@osiml.com,default,default,default,default,default,default,default
_dmarc.paddlewaver.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.protrade.com.,DMARC1,reject,100,mailto:dmarc-yahoo-rua@yahoo-inc.com,default,default,default,default,default,default,default
_dmarc.redbeemedia.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.rpdy.us.,DMARC1,reject,default,mailto:gbo1yvt8@ag.us.dmarcian.com,mailto:gbo1yvt8@fr.us.dmarcian.com,default,1,default,default,default,default
_dmarc.selinc.com.,DMARC1,reject,100,mailto:bk4jglom@ag.dmarcian.com,mailto:bk4jglom@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.servicem8.com.,DMARC1,reject,100,mailto:re+jtud25kobdm@dmarc.postmarkapp.com,default,reject,default,default,default,r,default
_dmarc.shiftkey.com.,DMARC1,reject,100,mailto:dmarc@shiftkey.com,default,default,default,default,s,s,default
_dmarc.tommyjohn.com.,DMARC1,quarantine,default,mailto:npuck-8482@rua.dmarc.emailanalyst.com,mailto:npuck-8482@ruf.dmarc.emailanalyst.com,none,default,default,r,r,43200
_dmarc.trycaviar.com.,DMARC1,quarantine,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.uspspostalone.com.,DMARC1,quarantine,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.wissports.net.,spf1 a mx:aspmx.googlemail.com include:_spf.google.com a:smtp.ngin.com a:*.google.com ~all,default,default,default,default,default,default,default,default,default,default
_dmarc.agilemind.com.,DMARC1,quarantine,100,mailto:virusalerts@agilemind.com,default,default,0,afrf,r,r,86400
_dmarc.ascential.com.,DMARC1,none,100,mailto:dmarc-checker@ascential.com,mailto:dmarc-checker@ascential.com,none,1,default,r,r,default
_dmarc.authorized.by.,DMARC1,quarantine,25,"mailto:vasile.jureschi@yopeso.com,mailto:fg@authorized.by",default,default,default,default,default,default,default
_dmarc.backmarket.de.,DMARC1,none,100,mailto:report@dmarc.backmarket.io,default,default,1,default,s,s,86400
_dmarc.beforward.jp.,DMARC1,none,default,mailto:dmarc-beforward@booklook.jp,mailto:dmarc-beforward@booklook.jp,default,default,default,default,default,default
_dmarc.bxgcorp.com.,DMARC1,none,default,mailto:8EAUTHRPT@bluegreenvacations.com,mailto:8EAUTHRPT@bluegreenvacations.com,default,0:1:d:s,default,default,default,default
_dmarc.checkpeople.com.,DMARC1,none,100,mailto:re+s8rgkpblamh@dmarc.postmarkapp.com,default,none,1,default,default,r,default
_dmarc.demisto.live.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.dragonpassuk.com.,DMARC1,none,100,default,default,none,0,afrf,r,r,86400
_dmarc.dreamteamfc.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.ebillity.com.,DMARC1,none,default,mailto:mail@ebillity.com,default,default,1,default,default,default,default
_dmarc.envolvehealth.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.fdmobileservices.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,0,default,default,default,default
_dmarc.funkemedien.de.,DMARC1,none,default,mailto:dmarc_report@funkemedien.de,mailto:DMARC_Report_ruf@funkemedien.de,none,default,default,default,default,default
_dmarc.gadgetsnow.com.,DMARC1,none,100,mailto:accepted@gadgetsnow.com,mailto:quarantine@gadgetsnow.com,default,default,afrf,default,default,default
_dmarc.inbox.com.,DMARC1,reject,default,default,mailto:postmaster@inbox.com,default,1,default,default,default,default
_dmarc.journaldesfemmes.fr.,DMARC1,reject,100,mailto:ccmbenchmark@dmarc.postmastery.com,mailto:ccmbenchmark@dmarc.postmastery.com,reject,1,default,default,r,default
_dmarc.kavak.com.,DMARC1,quarantine,100,mailto:postmaster@kavak.com,mailto:dmarc.secops@kavak.com,default,default,default,default,default,default
_dmarc.medicareplan.com.,DMARC1,reject,100,mailto:dmarc_agg@dmarc.250ok.net,mailto:dmarc_fr@dmarc.250ok.net,reject,1,afrf,default,default,3600
_dmarc.mediliuxoil.com.,DMARC1,none,default,mailto:loguser101231@protonmail.com,mailto:loguser101231@protonmail.com,default,default,default,default,default,default
_dmarc.mediware.com.,DMARC1,none,default,mailto:dmarcreporting@wellsky.com,mailto:dmarcreporting@wellsky.com,default,1,default,default,default,default
_dmarc.mxmerchant.com.,DMARC1,quarantine,default,mailto:security_email@mxmerchant.com,default,default,default,default,default,default,default
_dmarc.my-jewellery.com.,DMARC1,none,default,"mailto:dmarc@km0ndqgk.uriports.com,mailto:admin@my-jewellery.com",mailto:dmarc@km0ndqgk.uriports.com,default,1:d:s,default,default,default,default
_dmarc.nro.net.,DMARC1,none,default,default,default,none,default,default,default,default,default
_dmarc.prophix.com.,DMARC1,quarantine,10,mailto:dmarcrua@prophix.com,mailto:dmarcruf@prophix.com,none,1,default,r,r,86400
_dmarc.radnet.com.,DMARC1,reject,default,mailto:dmarc@radnet.com,mailto:dmarc@radnet.com,default,1,default,default,default,default
_dmarc.research.gov.,DMARC1,reject,100,"mailto:dmarcemails@nsf.gov,mailto:reports@dmarc.cyber.dhs.gov","mailto:fremailsdmarc@nsf.gov,mailto:reports@dmarc.cyber.dhs.gov",default,1,default,default,default,default
_dmarc.rio-tech.com.,DMARC1,none,default,mailto:rio_technologies_ltd@rio-tech.com,default,default,default,default,default,default,default
_dmarc.rogueeconomics.com.,DMARC1,reject,default,mailto:7fd35857f356260@rep.dmarcanalyzer.com,mailto:7fd35857f356260@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.sasktel.com.,DMARC1,none,100,mailto:dmarc-rua@sasktel.com,default,default,default,default,default,default,default
_dmarc.sugarwish.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.swisstxt.ch.,DMARC1,none,default,"mailto:dmarc_agg@vali.email,mailto:DMARC_Report@swisstxt.ch,mailto:4ltx5qnp@ag.eu.dmarcian.com",mailto:DMARC_Report@swisstxt.ch,default,1,default,default,default,default
_dmarc.thefreebieguy.com.,DMARC1,none,default,mailto:michelle@thefreebieguy.com,default,default,default,default,default,default,default
_dmarc.way2enjoy.com.,DMARC1,default,default,default,default,default,default,default,default,default,default
_dmarc.wellmed.net.,DMARC1,reject,default,"mailto:unitedhealthgroup@rua.agari.com,mailto:rua-failures@wellmed.net","mailto:unitedhealthgroup@ruf.agari.com,mailto:ruf-failures@wellmed.net",default,1,default,default,default,3600
_dmarc.advisor-connection.com.,DMARC1,reject,100,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,default,1,afrf,default,default,default
_dmarc.airthings.com.,DMARC1,quarantine,default,mailto:email-validation-error@airthings.com,default,default,default,default,default,default,default
_dmarc.alamo-group.com.,DMARC1,none,default,default,default,default,1,default,default,default,default
_dmarc.badgr.com.,DMARC1,quarantine,default,mailto:fc92c7c69de4119@rep.dmarcanalyzer.com,mailto:fc92c7c69de4119@for.dmarcanalyzer.com,default,1,default,default,s,default
_dmarc.base64decode.org.,DMARC1,reject,default,mailto:contact@base64decode.org,default,default,default,default,default,s,default
